Year,Jan,Feb,March,April,May,June,July,August,September,October,November,December,Annual,Station_Number,Type_data
1856,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,-5.9,999.9,27479,Av_Temp
1857,-9.5,-11.4,-2.3,2.4,10.5,16.1,18.4,16.7,7.9,3.5,-5.2,-9.0,3.2,27479,Av_Temp
1858,-11.6,-11.8,-7.3,3.4,15.8,15.2,21.0,15.3,10.1,5.4,-8.6,-8.6,3.2,27479,Av_Temp
1859,-11.3,-8.3,-6.2,6.4,11.4,20.5,17.6,14.9,9.7,5.1,-2.6,-9.4,4.0,27479,Av_Temp
1860,-14.3,-12.0,-10.3,4.2,10.4,17.9,19.3,17.7,11.8,4.7,-7.2,-19.9,1.9,27479,Av_Temp
1861,-18.6,-11.8,-2.8,-2.0,13.5,13.9,21.5,17.3,9.7,0.4,-3.5,-10.4,2.3,27479,Av_Temp
1862,-15.4,-15.7,-5.6,3.4,7.1,15.6,19.2,12.7,9.0,0.1,-8.9,-15.8,0.5,27479,Av_Temp
1863,-5.6,-9.7,-6.0,4.0,14.6,14.2,18.0,17.3,12.9,3.7,-2.2,-8.7,4.4,27479,Av_Temp
1864,-16.6,-11.2,-4.0,5.3,10.8,22.3,21.0,19.4,9.3,0.0,-9.2,-12.7,2.9,27479,Av_Temp
1865,-9.0,-13.2,-7.2,1.5,8.3,15.8,21.0,16.2,8.8,1.4,-2.4,-9.0,2.7,27479,Av_Temp
1866,-7.4,-14.1,-4.3,2.0,12.6,17.5,21.0,17.6,14.9,1.3,-2.3,-7.7,4.3,27479,Av_Temp
1867,-11.4,-11.0,-8.2,2.6,8.4,18.5,20.8,16.5,10.6,5.5,-3.2,-12.6,3.0,27479,Av_Temp
1868,-15.7,-12.3,-5.8,2.4,10.8,16.3,19.8,18.1,11.0,6.9,-2.8,-7.6,3.4,27479,Av_Temp
1869,-15.9,-7.3,-6.4,3.7,11.5,19.8,21.9,23.4,13.0,5.9,1.3,-5.7,5.4,27479,Av_Temp
1870,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1871,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1872,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1873,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1874,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1875,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1876,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1877,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1878,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1879,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1880,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1881,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1882,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1883,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1884,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1885,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1886,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1887,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1888,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1889,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1890,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1891,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1892,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1893,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1894,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1895,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1896,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1897,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1898,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1899,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1900,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1901,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1902,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1903,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1904,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1905,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1906,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1907,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1908,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1909,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1910,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1911,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1912,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1913,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1914,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1915,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1916,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1917,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1918,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1919,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1920,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1921,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1922,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1923,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1924,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1925,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1926,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1927,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1928,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1929,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1930,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1931,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1932,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1933,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1934,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1935,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1936,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1937,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1938,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1939,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1940,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1941,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1942,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1943,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1944,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1945,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1946,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1947,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1948,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1949,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1950,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1951,-13.2,-14.4,-3.9,10.2,10.1,18.5,18.5,20.0,12.7,2.4,-7.3,-3.9,4.1,27479,Av_Temp
1952,-8.0,-8.6,-8.5,2.9,11.3,19.0,20.0,16.4,13.2,3.5,-2.6,-9.4,4.1,27479,Av_Temp
1953,-12.4,-17.5,-3.8,7.2,11.5,18.9,19.1,18.9,9.3,3.3,-5.5,-8.3,3.4,27479,Av_Temp
1954,-17.6,-18.5,-5.6,4.1,13.6,19.3,21.4,17.8,12.3,5.5,-2.2,-7.6,3.5,27479,Av_Temp
1955,-8.0,-8.6,-5.6,2.0,11.4,16.2,16.6,16.4,12.2,7.8,-4.4,-19.7,3.0,27479,Av_Temp
1956,-8.3,-10.1,-7.3,3.9,12.3,15.3,18.0,17.2,7.6,4.9,-2.6,-10.6,3.4,27479,Av_Temp
1957,-10.6,-4.6,-8.6,4.3,17.0,17.1,18.9,18.4,14.7,4.1,-4.4,-4.9,5.1,27479,Av_Temp
1958,-8.3,-10.3,-7.3,4.2,12.7,15.6,18.1,17.4,7.7,4.8,-2.4,-11.8,3.4,27479,Av_Temp
1959,-7.2,-9.6,-3.3,5.1,12.0,17.2,20.8,16.5,8.4,0.8,-6.2,-11.0,3.6,27479,Av_Temp
1960,-11.9,-10.0,-5.9,5.1,10.9,18.4,21.4,16.2,10.5,1.4,-7.4,-2.5,3.9,27479,Av_Temp
1961,-8.9,-6.0,-2.7,2.3,11.9,19.8,19.9,16.9,9.2,6.3,-5.8,-10.1,4.4,27479,Av_Temp
1962,-7.1,-7.1,-4.1,7.1,14.9,13.1,18.2,14.4,11.4,4.7,0.0,-8.9,4.7,27479,Av_Temp
1963,-18.8,-11.2,-12.1,2.8,15.8,14.5,18.5,16.7,14.1,5.3,-1.2,-10.8,2.8,27479,Av_Temp
1964,-11.4,-11.4,-8.1,2.5,11.4,17.0,20.3,16.8,11.6,4.2,-3.5,-5.3,3.7,27479,Av_Temp
1965,-14.0,-13.1,-3.9,1.6,10.1,16.7,17.5,15.2,13.5,2.7,-6.2,-3.5,3.1,27479,Av_Temp
1966,-12.1,-13.7,-2.3,7.1,15.5,17.3,20.5,18.6,10.0,3.3,-2.3,-16.0,3.8,27479,Av_Temp
1967,-16.1,-13.5,-2.8,6.6,15.7,16.6,18.1,19.3,10.6,7.0,-0.4,-10.1,4.3,27479,Av_Temp
1968,-17.6,-10.7,-3.0,3.9,13.0,17.9,16.9,17.7,10.5,1.2,-3.6,-11.8,2.9,27479,Av_Temp
1969,-21.0,-17.3,-8.8,6.3,8.3,14.1,17.9,16.5,12.0,2.8,-1.4,-12.3,1.4,27479,Av_Temp
1970,-13.2,-9.2,-4.8,5.9,12.6,16.5,20.1,17.6,11.1,4.5,-4.6,-12.4,3.7,27479,Av_Temp
1971,-5.1,-12.8,-6.7,3.0,11.9,16.5,20.3,16.5,12.6,1.9,0.1,-8.7,4.1,27479,Av_Temp
1972,-20.1,-10.4,-5.5,6.1,12.8,18.0,22.3,23.0,9.8,5.0,-3.0,-2.9,4.6,27479,Av_Temp
1973,-14.4,-7.9,-3.7,9.1,13.4,19.0,16.4,16.0,7.3,2.1,-3.2,-7.0,3.9,27479,Av_Temp
1974,-14.7,-5.3,-1.1,3.0,11.6,17.6,20.5,16.3,13.7,8.2,-0.8,-6.5,5.2,27479,Av_Temp
1975,-6.9,-10.7,-0.3,10.5,15.9,17.9,20.0,16.6,14.5,2.4,-4.1,-6.5,5.8,27479,Av_Temp
1976,-13.4,-16.2,-7.5,6.0,11.7,15.8,16.7,15.3,9.9,-1.9,-4.0,-8.7,2.0,27479,Av_Temp
1977,-15.2,-11.1,-1.9,6.6,15.7,17.9,19.8,17.2,10.7,1.0,0.1,-10.2,4.2,27479,Av_Temp
1978,-7.7,-11.0,0.1,3.4,10.4,14.6,17.1,15.8,10.3,2.8,-1.4,-17.2,3.1,27479,Av_Temp
1979,-14.5,-10.2,-2.4,-1.1,16.8,15.0,18.9,18.0,11.2,2.1,-2.5,-6.4,3.7,27479,Av_Temp
1980,-12.7,-10.1,-7.5,5.9,11.7,17.5,17.4,13.2,10.5,4.0,-3.3,-4.8,3.5,27479,Av_Temp
1981,-6.7,-7.5,-6.6,1.9,12.7,20.4,23.4,20.7,11.4,7.9,-1.6,-5.5,5.9,27479,Av_Temp
1982,-12.9,-11.0,-4.2,4.7,12.5,13.6,19.4,17.0,12.9,2.6,0.3,-2.9,4.3,27479,Av_Temp
1983,-5.8,-8.3,-5.1,9.8,13.4,14.7,19.4,16.2,11.6,5.2,-2.6,-4.1,5.4,27479,Av_Temp
1984,-7.8,-12.9,-4.0,4.7,17.0,18.2,20.2,15.7,12.4,4.2,-4.8,-13.9,4.1,27479,Av_Temp
1985,-11.1,-14.2,-5.1,3.7,12.0,15.1,18.2,20.3,11.0,3.5,-3.6,-8.3,3.5,27479,Av_Temp
1986,-10.0,-15.3,-2.1,8.6,11.8,18.5,17.8,16.9,9.2,3.6,-2.9,-10.7,3.8,27479,Av_Temp
1987,-20.5,-7.5,-6.2,2.1,15.3,20.8,17.6,16.4,9.9,2.9,-7.6,-10.2,2.8,27479,Av_Temp
1988,-11.6,-9.0,-3.4,5.4,13.7,20.3,23.4,18.4,10.6,5.4,-7.1,-10.2,4.7,27479,Av_Temp
1989,-7.8,-4.4,-2.3,5.0,12.8,21.2,20.5,16.8,11.8,4.9,-2.6,-7.1,5.7,27479,Av_Temp
1990,-10.3,-2.2,0.2,7.3,10.2,15.0,19.1,16.5,9.9,3.6,-2.8,-5.3,5.1,27479,Av_Temp
1991,-9.7,-8.5,-3.9,7.6,15.0,20.7,18.8,15.7,10.6,8.1,-1.2,-8.0,5.4,27479,Av_Temp
1992,-8.5,-9.7,-1.8,5.7,11.7,16.8,18.0,17.6,14.4,2.7,-2.8,-5.4,4.9,27479,Av_Temp
1993,-7.0,-9.4,-5.0,5.4,14.2,16.0,19.7,16.4,7.2,4.0,-9.8,-6.8,3.7,27479,Av_Temp
1994,-6.3,-14.9,-5.4,5.7,11.0,15.5,16.6,15.7,14.2,5.5,-3.8,-9.3,3.7,27479,Av_Temp
1995,-8.8,-3.2,-1.3,9.3,15.8,20.9,19.2,17.3,14.2,6.2,-3.8,-11.9,6.2,27479,Av_Temp
1996,-13.1,-12.0,-5.1,2.9,15.2,18.0,19.9,17.4,10.6,4.2,1.9,-9.6,4.2,27479,Av_Temp
1997,-14.0,-8.3,-2.8,4.5,11.5,19.5,18.9,16.9,10.5,4.0,-3.8,-10.3,3.9,27479,Av_Temp
1998,-9.3,-13.5,-2.2,0.7,13.9,21.5,20.2,16.7,11.2,5.1,-8.7,-6.6,4.1,27479,Av_Temp
1999,-8.4,-7.0,-4.4,8.0,8.8,20.4,21.7,16.5,11.1,7.2,-8.1,-4.5,5.1,27479,Av_Temp
2000,-8.0,-4.9,-2.1,9.2,9.4,17.5,21.9,17.3,10.4,5.3,-3.5,-8.0,5.4,27479,Av_Temp
2001,-4.9,-8.9,-2.8,8.9,13.1,17.2,22.7,16.6,13.0,3.7,-1.5,-11.8,5.4,27479,Av_Temp
2002,-7.4,-1.9,0.2,5.7,11.1,17.3,23.3,15.4,12.0,3.6,-2.3,-17.2,5.0,27479,Av_Temp
2003,-9.4,-11.4,-4.5,5.4,14.1,13.4,21.0,18.7,11.9,6.2,-0.2,-3.5,5.1,27479,Av_Temp
2004,-9.3,-10.5,0.0,2.5,13.5,16.3,20.0,18.5,12.7,5.1,-1.4,-6.5,5.1,27479,Av_Temp
2005,-5.9,-10.8,-7.9,6.1,16.5,16.7,19.2,18.3,13.3,6.7,1.5,-5.3,5.7,27479,Av_Temp
2006,-14.7,-14.3,-4.1,5.4,13.5,20.4,17.8,17.8,13.3,5.0,-2.5,-1.4,4.7,27479,Av_Temp
2007,-3.3,-13.6,0.2,6.1,15.6,16.2,19.6,22.0,12.4,6.8,-3.8,-8.0,5.9,27479,Av_Temp
2008,-10.5,-4.4,0.8,8.7,12.1,16.1,20.4,18.8,10.1,8.5,1.9,-3.8,6.6,27479,Av_Temp
2009,-9.1,-8.3,-2.6,4.0,14.3,18.7,19.9,17.4,15.0,6.1,-0.6,-9.5,5.4,27479,Av_Temp
2010,-17.3,-12.7,-3.3,7.7,17.2,20.7,25.8,21.9,13.3,4.1,1.5,-10.0,5.7,27479,Av_Temp
2011,-11.2,-15.6,-4.7,4.8,14.1,17.3,22.9,19.5,12.2,6.7,-3.1,-4.2,4.9,27479,Av_Temp
2012,-10.0,-14.8,-4.7,8.3,15.4,18.8,21.2,18.6,12.6,7.2,0.2,-11.2,5.1,27479,Av_Temp
2013,-11.1,-6.5,-7.6,5.9,15.1,20.5,20.4,19.4,11.7,5.2,3.1,-3.5,6.1,27479,Av_Temp
2014,-10.1,-7.7,0.1,5.4,16.7,17.3,19.7,19.7,12.6,1.5,-2.9,-5.2,5.6,27479,Av_Temp
2015,-7.8,-4.9,-1.1,4.3,15.8,19.9,17.9,16.4,15.5,2.8,-1.1,-2.5,6.3,27479,Av_Temp
2016,-11.8,-2.1,-1.3,7.0,15.5,18.3,21.9,22.1,11.0,4.2,-4.3,-9.2,5.9,27479,Av_Temp
2017,-12.0,-6.6,-0.2,4.9,10.7,15.0,18.9,18.9,12.3,4.6,-0.8,-2.9,5.2,27479,Av_Temp
2018,-8.4,-11.5,-8.2,5.0,14.4,16.5,21.5,19.7,14.2,6.0,-2.1,-7.8,4.9,27479,Av_Temp
2019,-9.4,-5.6,-0.9,6.2,15.7,18.9,17.5,15.5,10.9,7.6,-1.2,-3.0,6.0,27479,Av_Temp
2020,-2.6,-2.7,2.8,3.9,12.4,16.8,20.8,16.8,12.9,7.5,-1.3,-9.6,6.5,27479,Av_Temp
2021,-9.6,-15.8,-3.8,6.3,16.2,21.4,21.8,21.1,9.4,6.2,0.3,-8.9,5.4,27479,Av_Temp
2022,-9.3,-2.8,-3.8,5.2,9.5,18.2,20.8,22.0,11.2,6.6,-2.3,-7.0,5.7,27479,Av_Temp
2023,-10.4,-7.3,0.8,9.4,14.8,15.9,20.0,19.5,14.8,5.4,0.1,-8.4,6.2,27479,Av_Temp
2024,-12.7,-9.4,-0.0,10.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27479,Av_Temp
1955,-999,-999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999,27479,Sum_Precip
1956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27479,Sum_Precip
1957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27479,Sum_Precip
1958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27479,Sum_Precip
1959,20,10,10,28,54,48,87,45,61,45,7,22,436,27479,Sum_Precip
1960,44,42,29,10,12,48,107,98,45,26,11,34,506,27479,Sum_Precip
1961,20,27,51,44,33,20,47,98,61,4,19,23,448,27479,Sum_Precip
1962,26,12,46,18,111,146,103,107,29,22,36,46,702,27479,Sum_Precip
1963,21,37,17,21,33,107,43,25,68,77,59,23,530,27479,Sum_Precip
1964,32,18,18,12,77,16,23,74,42,47,34,38,432,27479,Sum_Precip
1965,30,22,10,23,71,42,56,61,22,32,51,46,466,27479,Sum_Precip
1966,0.0,11,18,33,16,11,41,72,58,60,35,26,381,27479,Sum_Precip
1967,36,14,15,35,26,37,117,13,29,50,31,45,448,27479,Sum_Precip
1968,33,42,27,29,38,30,49,73,48,40,21,28,459,27479,Sum_Precip
1969,6,3,20,28,46,107,44,28,30,59,50,33,453,27479,Sum_Precip
1970,37,31,26,55,68,84,29,41,86,76,118,10,658,27479,Sum_Precip
1971,40,83,10,50,38,54,68,56,26,-999,87,29,-999,27479,Sum_Precip
1972,5,12,31,31,25,81,3,0.0,78,76,43,32,416,27479,Sum_Precip
1973,17,38,11,8,27,51,49,72,68,86,56,33,516,27479,Sum_Precip
1974,18,21,33,77,76,42,58,60,7,37,64,28,520,27479,Sum_Precip
1975,28,21,28,25,15,40,42,47,18,34,13,40,350,27479,Sum_Precip
1976,20,4,5,24,68,40,8,121,22,18,41,25,397,27479,Sum_Precip
1977,13,33,35,18,24,81,70,33,54,77,83,33,554,27479,Sum_Precip
1978,27,43,32,11,96,126,70,62,86,96,44,29,721,27479,Sum_Precip
1979,65,21,19,51,12,38,75,56,94,44,68,61,603,27479,Sum_Precip
1980,32,24,15,26,93,62,123,135,92,31,82,51,764,27479,Sum_Precip
1981,37,52,40,44,10,20,19,28,58,19,32,42,399,27479,Sum_Precip
1982,44,7,17,64,56,66,49,81,45,37,46,30,543,27479,Sum_Precip
1983,40,41,32,30,47,123,100,24,32,41,68,23,603,27479,Sum_Precip
1984,32,0.4,9,14,8,94,57,41,63,97,52,23,489,27479,Sum_Precip
1985,57,43,17,32,32,122,35,15,83,29,46,56,566,27479,Sum_Precip
1986,47,19,26,35,11,49,29,92,82,27,28,33,477,27479,Sum_Precip
1987,17,19,9,45,24,4,94,67,64,0.0,17,37,396,27479,Sum_Precip
1988,20,21,33,30,27,62,54,71,74,26,29,47,492,27479,Sum_Precip
1989,32,31,47,13,72,99,64,67,12,110,54,59,660,27479,Sum_Precip
1990,39,33,50,37,54,67,52,60,61,96,59,17,624,27479,Sum_Precip
1991,30,26,22,32,43,55,50,107,67,102,22,32,589,27479,Sum_Precip
1992,40,25,33,80,48,36,61,31,20,97,73,8,552,27479,Sum_Precip
1993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27479,Sum_Precip
1994,40,9,45,15,62,50,78,89,29,43,60,32,551,27479,Sum_Precip
1995,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3,9,27479,Sum_Precip
1996,11,17,8,11,37,85,50,11,63,15,52,25,384,27479,Sum_Precip
1997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27479,Sum_Precip
1998,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,27479,Sum_Precip
1999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27479,Sum_Precip
2000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27479,Sum_Precip
2001,58,54,64,10,57,46,25,49,40,87,57,56,602,27479,Sum_Precip
2002,39,66,50,16,13,25,48,13,105,94,64,25,558,27479,Sum_Precip
2003,27,8,17,18,28,100,95,126,47,38,29,43,578,27479,Sum_Precip
2004,38,31,46,31,46,160,122,64,60,51,28,37,713,27479,Sum_Precip
2005,24,35,73,39,30,103,112,14,27,30,25,64,575,27479,Sum_Precip
2006,22,27,52,18,31,42,91,72,57,80,56,38,585,27479,Sum_Precip
2007,65,51,24,47,33,68,99,31,74,48,47,21,606,27479,Sum_Precip
2008,31,30,37,10,55,105,84,84,46,39,49,19,586,27479,Sum_Precip
2009,54,11,22,15,50,46,46,27,23,48,36,34,413,27479,Sum_Precip
2010,42,16,13,5,10,24,7,60,54,50,49,84,414,27479,Sum_Precip
2011,36,15,47,24,43,117,72,1,96,40,44,78,611,27479,Sum_Precip
2012,30,15,37,49,38,85,62,101,62,86,39,52,655,27479,Sum_Precip
2013,26,11,66,26,53,44,94,47,109,56,38,35,605,27479,Sum_Precip
